"","recid","earnings","D","male","hsorged","black","hispanic","married","wkless13","afdc","age2225","age2629","age3035","age3644","age4554","class_tr","ojt_jsa","f2sms","age","bfeduca","bfyrearn","bfwage","bfhrswrk"
"3196",305866,21917,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,"36",12,6000,505,25
"3197",305868,13422,1,1,0,0,0,0.3352851,1,0,0,0,0,0,1,0,0,0,"45",11,0,0,0
"3200",305873,37421,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,"25",12,500,500,40
"3202",305875,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,"31",12,6000,650,40
"3204",305877,4378,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,"25",12,3200,400,40
"3205",305878,0,1,0,0,1,0,0.2111608,1,1,0,0,1,0,0,1,0,1,"30",11,0,0,0
"3206",305880,5439,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,"46",14,1430,450,45
"3208",305887,8570,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"37",14,7000,400,40
"3209",305889,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,"29",12,0,310,40
"3210",305891,42877,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,"45",15,900,1000,25
"3211",305892,14680,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"65",8,3300,505,40
"3212",305893,17727,1,1,1,1,0,0.3352851,1,0,0,0,1,0,0,0,0,0,"33",12,400,350,25
"3213",305894,19851,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"30",12,4000,556,30
"3214",305896,672,0,1,0.6876773,1,0,0,1,0,1,0,0,0,0,0,0,0,"23",9,1200,500,40
"3215",305898,14754,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,"31",9,1300,750,40
"3216",305900,711,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,"26",12,0,0,0
"3217",305901,9166,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,"48",16,0,0,0
"3218",305903,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"34",16,14000,945,60
"3219",305904,678,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,"48",13,0,0,0
"3220",305905,14682,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,"22",15,1472,409,40
"3221",305906,60730,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,"33",13,14700,700,55
"3222",305908,38774,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,"25",13,500,400,37
"3223",305910,30004,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"23",9,8000,675,40
"3224",305911,8819,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,"30",12,2645,340,30
"3226",305913,28762,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,"37",12,8000,345,40
"3227",305918,62820,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,"40",13,11980,800,30
"3228",305921,2970,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,"26",12,0,500,40
"3230",305925,13006,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"26",10,465,335,54
"3231",305927,21706,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"25",12,8190,500,60
"3233",305930,1986,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,"30",12,200,335,25
"3234",305931,26260,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,"42",11,0,556,40
"3235",305932,1569,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"24",10,800,210,33
"3236",305939,22677,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,"52",8,0,700,40
"3237",305940,648,0,0,1,0,0,0.2111608,1,1,0,0,1,0,0,1,0,1,"30",12,1200,450,40
"3238",305944,93869,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,"29",14,0,1511,40
"3239",305945,486,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,"39",12,1200,465,40
"3241",305952,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,"47",12,0,750,40
"3242",305953,954,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"31",10,1277,400,40
"3244",305965,26346,1,0,1,1,0,0.2111608,0,0,0,0,0,0,1,0,1,0,"46",12,7050,335,20
"3245",305967,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,"39",11,2000,1000,50
"3246",305970,20641,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"23",11,7000,548,48
"3248",305977,11518,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"49",12,8137,625,40
"3249",305978,13722,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,"28",11,0,0,0
"3250",305980,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,"38",12,0,375,40
"3251",305983,1711,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,"38",12,0,0,0
"3252",305985,40837,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,"34",11,850,550,40
"3254",305989,8268,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"25",14,10400,525,40
"3255",305990,10701,1,1,0.6876773,1,0,0,0,0,0,0,0,1,0,1,0,1,"37",12,90,900,10
"3261",305999,5035,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,"22",12,0,410,40
"3262",306004,5551,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"25",11,400,201,20
"3263",306007,8902,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,"26",12,3000,425,60
"3266",306014,11286,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,"23",12,1200,335,10
"3267",306018,35142,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,"24",10,0,0,0
"3269",306020,1359,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,"33",10,300,350,40
"3270",306023,20769,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"23",12,6430,500,40
"3271",306024,1452,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"34",11,0,0,0
"3273",306027,12340,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"22",11,4000,335,30
"3276",306034,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,"38",8,0,0,0
"3277",306036,17540,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,"32",12,0,0,0
"3281",306046,2127,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,"29",12,0,335,40
"3282",306047,19347,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,"30",13,2000,373,15
"3285",306055,1371,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"34",10,5400,475,40
"3286",306056,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,"25",12,165,425,40
"3288",306059,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,"47",12,1375,385,20
"3290",306065,9993,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,"22",12,0,0,0
"3292",306068,13206,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"30",13,1750,1500,3
"3293",306071,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,"43",12,0,0,0
"3294",306073,44309,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"33",11,1109,550,41
"3296",306076,2746,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,"27",12,300,400,40
"3298",306080,4468,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,"31",9,4232,529,40
"3299",306081,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,"26",12,500,400,35
"3300",306083,48783,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"27",16,4990,365,20
"3301",306084,15135,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"23",10,1000,500,40
"3302",306086,35796,0,1,0,0,0,0,0.4073359,0,0,1,0,0,0,0,1,1,"27",10,0,575,48
"3303",306087,21801,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"25",12,2400,350,30
"3304",306089,13251,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,"59",12,0,0,0
"3306",306092,23565,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,"39",12,900,350,25
"3307",306093,5949,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"24",12,2600,500,40
"3308",306096,195,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"28",10,750,365,30
"3309",306097,36477,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,"23",12,0,500,40
"3310",306099,65362,0,1,1,1,0,0.3352851,1,0,0,0,0,1,0,0,0,1,"39",12,5000,600,40
"3312",306101,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"38",12,2800,375,25
"3313",306103,35200,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,"24",13,8290,400,36
"3314",306104,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,"22",8,0,0,0
"3315",306105,32624,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,"31",12,30000,1075,60
"3316",306106,12050,0,0,0,0,0,0.2111608,0,0,0,0,0,1,0,0,1,1,"38",12,1500,1037,40
"3318",306110,0,0,0,0,0,0,0.2111608,1,1,0,1,0,0,0,0,0,0,"27",10,0,0,0
"3319",306111,46633,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,"42",12,125,500,8
"3320",306113,11619,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,"39",12,3216,335,30
"3321",306114,19827,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,"33",12,4595,375,23
"3322",306115,8416,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,"29",13,0,0,0
"3323",306117,3059,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"57",10,3600,500,40
"3325",306121,17669,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,"27",11,600,550,20
"3326",306122,11612,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,"23",13,3744,400,18
"3327",306123,2248,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,"26",10,0,0,0
"3329",306132,2850,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,"24",10,0,0,0
"3330",306136,20335,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,"28",13,6900,600,15
"3331",306137,6990,1,0,1,0,0,0.2111608,0,0,0,1,0,0,0,1,0,0,"29",12,1569,365,8
"3334",306140,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,"60",12,15000,900,40
"3336",306142,35402,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"35",10,0,620,40
"3337",306145,27544,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,"36",12,0,0,0
"3338",306146,5227,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"23",10,3986,500,40
"3339",306152,30687,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"24",10,1400,335,35
"3340",306153,18402,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"29",10,25,314,8
"3342",306155,6425,1,0,1,0,1,0.2111608,1,1,1,0,0,0,0,1,0,0,"23",12,0,0,0
"3343",306157,16151,1,0,0,0,1,0.2111608,1,0,1,0,0,0,0,1,0,0,"24",11,0,0,0
"3344",306159,10838,1,0,1,0,1,0,0.5332298,0,1,0,0,0,0,1,0,0,"25",12,31,335,30
"3346",306163,11987,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"30",12,5600,700,40
"3348",306165,6879,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,"25",12,0,0,0
"3350",306167,28479,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"28",12,5400,615,40
"3352",306171,13674,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"27",12,60,800,40
"3353",306173,13299,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"40",12,1720,430,20
"3354",306175,26084,1,0,1,0,0,0.2111608,1,1,0,0,1,0,0,1,0,1,"35",12,0,0,0
"3355",306176,120,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,"37",8,0,0,0
"3356",306179,15624,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"50",13,20000,725,48
"3358",306181,2817,1,0,1,0,1,0,0.5332298,0,1,0,0,0,0,1,0,1,"23",12,421,335,36
"3359",306184,5973,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,"33",8,0,385,40
"3361",306187,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"60",8,18000,925,40
"3362",306188,24899,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,"23",12,11000,360,30
"3363",306191,23467,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"32",14,6000,1100,40
"3364",306194,300,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,"25",11,425,335,40
"3365",306195,4071,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,"26",11,300,400,12
"3366",306196,6466,1,0,1,0,0,0,0.5332298,0,1,0,0,0,0,0,0,0,"22",16,400,624,40
"3368",306198,12542,0,0,0.716404,1,0,0,0.5332298,0,0,0,0,0,1,0,0,0,"47",12,98,574,12
"3370",306201,8435,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,"40",12,4251,450,40
"3372",306204,10289,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,"22",13,1200,365,35
"3374",306208,18804,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,"25",12,1200,360,30
"3375",306209,12840,0,0,0.716404,0,0,0,1,1,1,0,0,0,0,1,0,0,"25",12,250,425,40
"3377",306211,117,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,"22",12,120,345,40
"3378",306213,14106,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,"45",12,2988,415,40
"3379",306215,19739,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,"34",8,2200,675,40
"3381",306218,35548,0,0,1,0,0,0.2111608,0,0,0,0,1,0,0,0,1,0,"35",13,4000,500,40
"3384",306223,48344,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,"36",12,0,800,40
"3385",306225,1047,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,"23",12,12000,862,40
"3386",306226,17040,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"23",12,7000,500,25
"3387",306227,20773,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"32",10,7848,425,18
"3388",306229,4288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"59",10,3000,425,38
"3389",306232,1946,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,"24",11,2500,350,20
"3391",306234,4485,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,"31",8,4163,400,40
"3393",306237,31653,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,"29",14,0,475,40
"3394",306239,9834,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,"43",12,10027,475,40
"3396",306241,522,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,"27",13,1000,600,40
"3400",306247,27,0,1,0.6876773,0,0,0,1,0,0,0,0,0,0,0,1,0,"55",12,4697,970,40
"3401",306249,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,"29",11,7800,375,40
"3402",306250,36839,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,"27",12,0,400,35
"3403",306252,23491,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,"22",15,800,335,25
"3404",306256,21931,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"31",12,8000,550,40
"3405",306262,34539,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"51",12,8903,658,40
"3406",306263,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,"25",12,0,0,0
"3407",306264,222,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,"22",11,0,0,0
"3408",306266,18360,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"22",12,500,150,40
"3409",306267,20891,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,"31",9,0,0,0
"3411",306270,15893,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,"24",8,0,0,0
"3412",306272,2613,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,"42",10,2200,335,37
"3413",306276,24600,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"30",10,13440,700,40
"3414",306277,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,"46",12,0,425,8
"3415",306278,6634,1,0,0.716404,0,0,0,1,0,0,0,0,0,0,0,0,1,"70",8,0,426,40
"3417",306282,37272,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"25",16,3900,500,40
"3418",306283,28476,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"42",11,1750,500,25
"3419",306285,4722,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,"29",11,5000,525,20
"3420",306286,684,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,"24",12,6000,740,40
"3422",306291,20118,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,"23",15,1500,500,40
"3423",306292,3358,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,"30",11,1684,400,30
"3424",306294,34029,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,"32",12,7000,490,39
"3425",306295,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,"34",7,0,0,0
"3428",306302,18702,0,0,0,1,0,0.2111608,1,1,0,0,0,1,0,1,0,0,"39",11,0,596,48
"3431",306309,12399,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"38",15,2666,805,40
"3432",306311,19407,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"43",12,10500,945,40
"3433",306313,14445,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,"34",14,5000,245,40
"3434",306314,13414,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,"29",13,0,635,40
"3438",306320,543,1,0,0.716404,0,1,0,1,1,0,0,1,0,0,1,0,0,"32",8,0,335,38
"3439",306321,17471,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,"26",10,850,340,40
"3441",306323,3057,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"22",12,5720,762,38
"3442",306328,13749,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,"70",11,0,650,80
"3444",306330,15176,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"22",12,888,370,20
"3445",306331,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,"27",11,0,0,0
"3446",306335,732,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,"39",12,0,0,0
"3447",306336,21308,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"36",12,98,375,30
"3448",306337,463,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,"29",12,0,365,40
"3449",306339,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,"38",14,133,675,70
"3450",306342,21386,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"29",12,6000,375,40
"3451",306343,12,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,"33",9,0,500,40
"3452",306344,17032,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,"26",12,0,1000,40
"3454",306348,13744,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,"28",11,7000,375,40
"3455",306356,10878,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"25",12,2800,589,40
"3456",306360,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,"46",14,0,500,30
"3458",306363,7660,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,"28",10,135,550,40
"3459",306364,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,"46",16,7740,700,38
"3460",306366,41773,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"26",12,6000,400,37
"3463",306373,33472,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"22",12,6000,500,40
"3464",306374,6902,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"35",12,98,400,28
"3465",306375,6913,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,"48",13,8000,1302,40
"3466",306376,36785,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,"28",14,5401,600,65
"3468",306383,17555,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"37",15,4800,375,29
"3469",306387,1475,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"29",13,5000,850,40
"3470",306388,14475,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,"33",12,0,400,40
"3473",306393,46800,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"22",13,6888,480,40
"3474",306394,18643,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"37",9,6000,400,27
"3475",306397,0,0,0,1,0,1,0.2111608,1,0,0,0,1,0,0,0,1,1,"35",12,0,370,22
"3476",306398,5460,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,"34",12,4593,920,50
"3477",306399,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"29",11,0,450,28
"3478",306400,11074,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,"28",12,1186,350,37
"3480",306402,69,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,"34",15,6000,375,30
"3481",306403,8393,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,"22",9,2992,515,40
"3482",306404,35784,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,"28",12,3500,500,40
"3483",306406,13974,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"43",12,500,300,20
"3484",306408,1191,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,"36",10,3000,365,40
"3485",306411,6111,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,"33",13,4000,500,20
"3487",306416,0,1,0,1,1,0,0.2111608,0.5332298,1,0,1,0,0,0,1,0,0,"28",9,0,525,40
"3489",306418,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,"31",12,0,0,0
"3490",306420,6873,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"46",12,3460,400,40
"3492",306425,12614,1,1,0.6876773,1,0,0,0,0,0,1,0,0,0,0,0,1,"28",12,5000,500,40
"3494",306430,21705,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,"31",11,200,350,38
"3495",306431,17650,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,"50",10,0,0,0
"3496",306432,7176,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"42",9,6000,1200,40
"3497",306435,38271,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,"28",9,1100,400,25
"3499",306445,8127,1,0,0,0,1,0.2111608,1,1,0,1,0,0,0,1,0,0,"26",10,0,0,0
"3500",306450,42152,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,"41",12,0,400,40
"3501",306452,11250,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,"43",10,4200,574,15
"3502",306453,2952,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,"42",12,0,1375,45
"3504",306458,375,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,"36",9,0,0,0
"3507",306463,48896,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,"36",12,1500,650,40
"3508",306465,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,"45",9,0,0,0
"3509",306466,46,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,"30",12,0,0,0
"3510",306470,13755,1,0,0.716404,0,1,0,0,0,0,1,0,0,0,0,1,0,"27",12,240,350,38
"3511",306471,693,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"32",8,3629,400,40
"3512",306472,6938,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,"31",12,128,400,16
"3513",306473,50295,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,"22",12,7900,375,40
"3515",306476,69682,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,"38",10,3000,500,40
"3516",306478,8572,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"22",9,4300,450,20
"3517",306480,33885,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,"24",15,1500,335,20
"3518",306482,0,1,1,0.6876773,0,0,0,1,0,0,0,0,1,0,0,1,1,"40",11,3800,1000,40
"3519",306487,1287,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"34",12,3000,380,21
"3520",306489,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,"31",12,0,0,0
"3521",306491,9024,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,"33",16,360,900,40
"3522",306494,6473,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,"22",12,2400,210,12
"3524",306496,933,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,"40",12,5720,600,40
"3525",306497,13011,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,"36",15,1600,500,40
"3526",306498,4673,1,0,1,1,0,0.2111608,1,0,0,0,1,0,0,0,0,0,"30",12,119,450,23
"3528",306500,14601,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,"28",12,1500,450,44
"3529",306503,7992,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"60",8,3621,385,22
"3530",306507,1182,1,0,1,1,0,0.2111608,0,1,0,0,1,0,0,0,0,0,"32",12,230,425,8
"3532",306510,13683,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,"25",12,7900,395,40
"3533",306511,6000,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,"60",12,2500,500,56
"3536",306516,18852,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"40",12,600,335,40
"3538",306520,11910,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,"22",12,0,0,0
"3539",306522,20274,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,"26",13,109,345,40
"3541",306526,25296,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,"30",12,9000,425,40
"3542",306530,6615,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,"25",13,0,870,40
"3543",306531,54386,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,"31",13,5800,781,84
"3544",306537,47563,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,"35",16,300,500,28
"3547",306543,7596,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,"26",13,17000,1127,40
"3548",306544,18694,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"34",9,6220,450,40
"3550",306547,1228,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,"22",16,1500,475,25
"3551",306548,7698,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,"33",11,98,400,6
"3552",306550,26396,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"35",9,11705,604,40
"3554",306552,0,1,0,1,1,0,0.2111608,1,1,0,0,1,0,0,0,0,0,"30",12,0,0,0
